,date,target,insult,tweet
1209,4/7/2016,ted-cruz,attacked New Yorkers and New York values- we don't forget!,Ted Cruz attacked New Yorkers and New York values- we don't forget! https://t.co/83ur9C1qhB
1210,4/9/2016,hillary-clinton,unqualified to be president,"Bernie Sanders says that Hillary Clinton is unqualified to be president. Based on her decision making ability, I can go along with that!"
1211,4/10/2016,the-new-york-times,covers me so inaccurately,The @nytimes purposely covers me so inaccurately. I want other nations to pay the U.S. for our defense of them. We are the suckers-no more!
1212,4/10/2016,delegate-system,I win a state in votes and then get non-representative delegates because they are offered all sorts of goodies by Cruz campaign. Bad system!,I win a state in votes and then get non-representative delegates because they are offered all sorts of goodies by Cruz campaign. Bad system!
1213,4/11/2016,delegate-system,totally unfair!,How is it possible that the people of the great State of Colorado never got to vote in the Republican Primary? Great anger - totally unfair!
1214,4/11/2016,delegate-system,The people of Colorado had their vote taken away from them by the phony politicians.,The people of Colorado had their vote taken away from them by the phony politicians. Biggest story in politics. This will not be allowed!
1215,4/11/2016,delegate-system,great people being disenfranchised by politicians. Repub party is in trouble!,"This is happening all over our country—great people being disenfranchised by
 politicians. Repub party is in trouble! https://t.co/wNXRqVl9Uu"
1216,4/14/2016,delegate-system,The rules DID CHANGE in Colorado shortly after I entered the race in June because the pols and their bosses knew I would win with the voters,The rules DID CHANGE in Colorado shortly after I entered the race in June because the pols and their bosses knew I would win with the voters
1217,4/14/2016,delegate-system,Don't let the bosses take your vote!,Big protest march in Colorado on Friday afternoon! Don't let the bosses take your vote!
1218,4/17/2016,ted-cruz,Lyin',"Lyin' Ted Cruz will never be able to beat Hillary. Despite a rigged delegate system, I am hundreds of delegates ahead of him."
1219,4/17/2016,ted-cruz,will never be able to beat Hillary,"Lyin' Ted Cruz will never be able to beat Hillary. Despite a rigged delegate system, I am hundreds of delegates ahead of him."
1220,4/17/2016,ted-cruz,"Despite a rigged delegate system, I am hundreds of delegates ahead of him","Lyin' Ted Cruz will never be able to beat Hillary. Despite a rigged delegate system, I am hundreds of delegates ahead of him."
1221,4/17/2016,ted-cruz,Lyin',Lyin' Ted Cruz can't get votes (I am millions ahead of him) so he has to get his delegates from the Republican bosses. It won't work!
1222,4/17/2016,ted-cruz,can't get votes (I am millions ahead of him),Lyin' Ted Cruz can't get votes (I am millions ahead of him) so he has to get his delegates from the Republican bosses. It won't work!
1223,4/17/2016,ted-cruz,has to get his delegates from the Republican bosses,Lyin' Ted Cruz can't get votes (I am millions ahead of him) so he has to get his delegates from the Republican bosses. It won't work!
1224,4/17/2016,hillary-clinton,Crooked,Crooked Hillary Clinton is spending a fortune on ads against me. I am the one person she doesn't want to run against. Will be such fun!
1225,4/18/2016,ted-cruz,Lyin',Lyin' Ted Cruz can't win with the voters so he has to sell himself to the bosses-I am millions of VOTES ahead! Hillary would destroy him & K
1226,4/18/2016,ted-cruz,can't win with the voters so he has to sell himself to the bosses,Lyin' Ted Cruz can't win with the voters so he has to sell himself to the bosses-I am millions of VOTES ahead! Hillary would destroy him & K
1227,4/18/2016,ted-cruz,Hillary would destroy him,Lyin' Ted Cruz can't win with the voters so he has to sell himself to the bosses-I am millions of VOTES ahead! Hillary would destroy him & K
1228,4/18/2016,john-kasich,only looks O.K. in polls against Hillary because nobody views him as a threat and therefore have placed ZERO negative ads against him,Kasich only looks O.K. in polls against Hillary because nobody views him as a threat and therefore have placed ZERO negative ads against him
1229,4/18/2016,ted-cruz,Lyin’,Lyin’ Ted Cruz even voted against Superstorm Sandy aid and September 11th help. So many New Yorkers devastated. Cruz hates New York!
1230,4/18/2016,ted-cruz,hates New York,Lyin’ Ted Cruz even voted against Superstorm Sandy aid and September 11th help. So many New Yorkers devastated. Cruz hates New York!
1231,4/20/2016,cnn,so negative it is impossible to watch,".@CNN is so negative it is impossible to watch. Terrible panel, angry haters. Bill O @oreillyfactor said such an amazing thing about me!"
1232,4/20/2016,cnn,Terrible panel,".@CNN is so negative it is impossible to watch. Terrible panel, angry haters. Bill O @oreillyfactor said such an amazing thing about me!"
1233,4/20/2016,cnn,angry haters,".@CNN is so negative it is impossible to watch. Terrible panel, angry haters. Bill O @oreillyfactor said such an amazing thing about me!"
1234,4/20/2016,ted-cruz,"all he can do is be a spoiler, never a nice thing to do","Ted Cruz is mathematically out of winning the race. Now all he can do is be a spoiler, never a nice thing to do. I will beat Hillary!"
1235,4/21/2016,ted-cruz,Drop out LYIN' Ted,Cruz said Kasich should leave because he couldn't get to 1237. Now he can't get to 1237. Drop out LYIN' Ted.
1236,4/24/2016,john-kasich,will drop like a rock in the polls,"As soon as John Kasich is hit with negative ads, he will drop like a rock in the polls against Crooked Hillary Clinton. I will win!"
1237,4/25/2016,the-new-york-times,a seriously failing paper,I am happy to hear how badly the @nytimes is doing. It is a seriously failing paper with readership which is way down. Becoming irrelevant!
1238,4/25/2016,the-new-york-times,Becoming irrelevant!,I am happy to hear how badly the @nytimes is doing. It is a seriously failing paper with readership which is way down. Becoming irrelevant!
1239,4/25/2016,ted-cruz,Lyin',"Wow, just announced that Lyin' Ted and Kasich are going to collude in order to keep me from getting the Republican nomination. DESPERATION!"
1240,4/25/2016,ted-cruz,mathematically dead and totally desperate,Lyin' Ted and Kasich are mathematically dead and totally desperate. Their donors & special interest groups are not happy with them. Sad!
1241,4/25/2016,john-kasich,mathematically dead and totally desperate,Lyin' Ted and Kasich are mathematically dead and totally desperate. Their donors & special interest groups are not happy with them. Sad!
1242,4/25/2016,ted-cruz,weak,Shows how weak and desperate Lyin' Ted is when he has to team up with a guy who openly can't stand him and is only 1 win and 38 losses.
1243,4/25/2016,ted-cruz,desperate,Shows how weak and desperate Lyin' Ted is when he has to team up with a guy who openly can't stand him and is only 1 win and 38 losses.
1244,4/25/2016,ted-cruz,has to team up with a guy who openly can't stand him,Shows how weak and desperate Lyin' Ted is when he has to team up with a guy who openly can't stand him and is only 1 win and 38 losses.
1245,4/25/2016,john-kasich,Typical politician,Kasich just announced that he wants the people of Indiana to vote for him. Typical politician - can't make a deal work.
1246,4/25/2016,john-kasich,can't make a deal work,Kasich just announced that he wants the people of Indiana to vote for him. Typical politician - can't make a deal work.
1247,4/26/2016,cruz-kasich-pact,joke of a deal,"The Cruz-Kasich pact is under great strain. This joke of a deal is falling apart, not being honored and almost dead. Very dumb!"
1248,4/26/2016,cruz-kasich-pact,not being honored,"The Cruz-Kasich pact is under great strain. This joke of a deal is falling apart, not being honored and almost dead. Very dumb!"
1249,4/26/2016,cruz-kasich-pact,almost dead,"The Cruz-Kasich pact is under great strain. This joke of a deal is falling apart, not being honored and almost dead. Very dumb!"
1250,4/26/2016,cruz-kasich-pact,Very dumb!,"The Cruz-Kasich pact is under great strain. This joke of a deal is falling apart, not being honored and almost dead. Very dumb!"
1251,4/26/2016,the-new-york-times,bad,How bad is the New York Times—the most inaccurate coverage constantly. Always trying to belittle. Paper has lost its way!
1252,4/26/2016,the-new-york-times,the most inaccurate coverage constantly,How bad is the New York Times—the most inaccurate coverage constantly. Always trying to belittle. Paper has lost its way!
1253,4/26/2016,the-new-york-times,Always trying to belittle,How bad is the New York Times—the most inaccurate coverage constantly. Always trying to belittle. Paper has lost its way!
1254,4/26/2016,the-new-york-times,has lost its way!,How bad is the New York Times—the most inaccurate coverage constantly. Always trying to belittle. Paper has lost its way!
1255,4/28/2016,ted-cruz,Lyin',"Lyin' Ted Cruz, who can never beat Hilary Clinton, has chosen a running mate who was unable to catch on in her own failed campaign. No path!"
1256,4/28/2016,ted-cruz,can never beat Hilary Clinton,"Lyin' Ted Cruz, who can never beat Hilary Clinton, has chosen a running mate who was unable to catch on in her own failed campaign. No path!"
1257,4/28/2016,carly-fiorina,a running mate who was unable to catch on in her own failed campaign,"Lyin' Ted Cruz, who can never beat Hilary Clinton, has chosen a running mate who was unable to catch on in her own failed campaign. No path!"
1258,4/28/2016,ted-cruz,"Lyin',  can never beat Hillary Clinton","Lyin' Ted Cruz, who can never beat Hillary Clinton and has NO path to victory, has chosen a V.P.candidate who failed badly in her own effort"
1259,4/28/2016,ted-cruz,has NO path to victory,"Lyin' Ted Cruz, who can never beat Hillary Clinton and has NO path to victory, has chosen a V.P.candidate who failed badly in her own effort"
1260,4/28/2016,carly-fiorina,a V.P. candidate who failed badly,"Lyin' Ted Cruz, who can never beat Hillary Clinton and has NO path to victory, has chosen a V.P.candidate who failed badly in her own effort"
1261,4/28/2016,political-ads-in-indiana,false and phony,So many false and phony T.V. commercials being broadcast in Indiana. Reminds me of Florida where thousands were put up-I won in a landslide!
1262,4/29/2016,cruz-kasich-pact,ridiculous,"Wow, the ridiculous deal made between Lyin'Ted Cruz and 1 for 42 John Kasich has just blown up. What a dumb deal - dead on arrival!"
1263,4/29/2016,cruz-kasich-pact,dumb,"Wow, the ridiculous deal made between Lyin'Ted Cruz and 1 for 42 John Kasich has just blown up. What a dumb deal - dead on arrival!"
1264,4/29/2016,cruz-kasich-pact,dead on arrival!,"Wow, the ridiculous deal made between Lyin'Ted Cruz and 1 for 42 John Kasich has just blown up. What a dumb deal - dead on arrival!"
1265,4/29/2016,hillary-clinton,Crooked,"Crooked Hillary Clinton, perhaps the most dishonest person to have ever run for the presidency, is also one of the all time great enablers!"
1266,4/29/2016,hillary-clinton,perhaps the most dishonest person to have ever run for the presidency,"Crooked Hillary Clinton, perhaps the most dishonest person to have ever run for the presidency, is also one of the all time great enablers!"
1267,4/29/2016,hillary-clinton,one of the all time great enablers!,"Crooked Hillary Clinton, perhaps the most dishonest person to have ever run for the presidency, is also one of the all time great enablers!"
1268,4/29/2016,delegate-system,rigged!,We are now at 1001 delegates. We will win on the first ballot and are not wasting time and effort on other ballots because system is rigged!
1269,4/30/2016,hillary-clinton,Crooked,This tie with Crooked Hillary Clinton will soon be hugely in our favor- when I secure the GOP nomination. https://t.co/kDTWHJzRSf
1270,5/1/2016,lindsey-graham,I ran him out of the race like a little boy,"I watched Sen. Graham @FaceTheNation. Why don't they say that I ran him out of the race like a little boy, and in the end he had no support?"
1271,5/1/2016,lindsey-graham,in the end he had no support,"I watched Sen. Graham @FaceTheNation. Why don't they say that I ran him out of the race like a little boy, and in the end he had no support?"
1272,5/1/2016,karl-rove,a failed Jeb Bushy,".@KarlRove is a failed Jeb Bushy. Never says anything good & never will, even after I beat Hillary. Shouldn't be on the air!"
1273,5/1/2016,karl-rove,Never says anything good & never will,".@KarlRove is a failed Jeb Bushy. Never says anything good & never will, even after I beat Hillary. Shouldn't be on the air!"
1274,5/1/2016,karl-rove,Shouldn't be on the air!,".@KarlRove is a failed Jeb Bushy. Never says anything good & never will, even after I beat Hillary. Shouldn't be on the air!"
1275,5/2/2016,hillary-clinton,Crooked,"Crooked Hillary Clinton said she is used to ""dealing with men who get off the reservation."" Actually, she has done poorly with such men!"
1276,5/2/2016,hillary-clinton,"said she is used to “dealing with men who get off the reservation.” Actually, she has done poorly with such men!","Crooked Hillary Clinton said she is used to ""dealing with men who get off the reservation."" Actually, she has done poorly with such men!"
1277,5/3/2016,ted-cruz,Lyin',"Wow, Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!"
1278,5/3/2016,ted-cruz,really went wacko today,"Wow, Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!"
1279,5/3/2016,ted-cruz,Made all sorts of crazy charges,"Wow, Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!"
1280,5/3/2016,ted-cruz,Can't function under pressure,"Wow, Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!"
1281,5/3/2016,ted-cruz,not very presidential,"Wow, Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!"
1282,5/3/2016,ted-cruz,Sad!,"Wow, Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!"
1283,5/3/2016,ted-cruz,"Lyin', he should drop out of the race-stop wasting time & money","Lyin' Ted Cruz consistently said that he will, and must, win Indiana. If he doesn't he should drop out of the race-stop wasting time & money"
1284,5/4/2016,delegate-system,totally rigged,What a great evening we had. So interesting that Sanders beat Crooked Hillary. The dysfunctional system is totally rigged against him!
1285,5/4/2016,delegate-system,the books are cooked,I would rather run against Crooked Hillary Clinton than Bernie Sanders and that will happen because the books are cooked against Bernie!
1286,5/6/2016,hillary-clinton,Crooked,"Can you believe Crooked Hillary said, ""We are going to put a whole lot of coal miners&coal companies out of business."" She then apologized."
1287,5/6/2016,hillary-clinton,ZERO leadership ability,"Crooked Hillary has ZERO leadership ability. As Bernie Sanders says, she has bad judgement. Constantly playing the women's card - it is sad!"
1288,5/6/2016,hillary-clinton,bad judgement,"Crooked Hillary has ZERO leadership ability. As Bernie Sanders says, she has bad judgement. Constantly playing the women's card - it is sad!"
1289,5/6/2016,hillary-clinton,Constantly playing the women's card - it is sad!,"Crooked Hillary has ZERO leadership ability. As Bernie Sanders says, she has bad judgement. Constantly playing the women's card - it is sad!"
1290,5/6/2016,joe-scarborough,Not much power or insight!,"Joe Scarborough initially endorsed Jeb Bush and Jeb crashed, then John Kasich and that didn't work. Not much power or insight!"
1291,5/6/2016,morning-joe,rapidly fading,I hear @JoeNBC of rapidly fading @Morning_Joe is pushing hard for a third party candidate to run. This will guarantee a Crooked Hillary win.
1292,5/6/2016,elizabeth-warren,goofy,I hope corrupt Hillary Clinton chooses goofy Elizabeth Warren as her running mate. I will defeat them both.
1293,5/6/2016,hillary-clinton,corrupt,I hope corrupt Hillary Clinton chooses goofy Elizabeth Warren as her running mate. I will defeat them both.
1294,5/6/2016,elizabeth-warren,goofy,Let’s properly check goofy Elizabeth Warren’s records to see if she is Native American. I say she’s a fraud!
1295,5/6/2016,elizabeth-warren,a fraud!,Let’s properly check goofy Elizabeth Warren’s records to see if she is Native American. I say she’s a fraud!
1296,5/6/2016,elizabeth-warren,Goofy,"Goofy Elizabeth Warren, Hillary Clinton’s flunky, has a career that is totally based on a lie. She is not Native American."
1297,5/6/2016,elizabeth-warren,Hillary Clinton’s flunky,"Goofy Elizabeth Warren, Hillary Clinton’s flunky, has a career that is totally based on a lie. She is not Native American."
1298,5/6/2016,elizabeth-warren,has a career that is totally based on a lie,"Goofy Elizabeth Warren, Hillary Clinton’s flunky, has a career that is totally based on a lie. She is not Native American."
1299,5/7/2016,hillary-clinton,Crooked,Crooked Hillary Clinton wants completely open borders. Millions of Democrats will run from her over this and support me.
1300,5/7/2016,elizabeth-warren,Goofy,Goofy Elizabeth Warren and her phony Native American heritage are on a Twitter rant. She is too easy! I'm driving her nuts.
1301,5/7/2016,elizabeth-warren,phony Native American heritage,Goofy Elizabeth Warren and her phony Native American heritage are on a Twitter rant. She is too easy! I'm driving her nuts.
1302,5/7/2016,elizabeth-warren,Goofy,"Goofy Elizabeth Warren is weak and ineffective. Does nothing. All talk, no action -- maybe her Native American name?"
1303,5/7/2016,elizabeth-warren,weak and ineffective,"Goofy Elizabeth Warren is weak and ineffective. Does nothing. All talk, no action -- maybe her Native American name?"
1304,5/7/2016,elizabeth-warren,Does nothing,"Goofy Elizabeth Warren is weak and ineffective. Does nothing. All talk, no action -- maybe her Native American name?"
1305,5/7/2016,elizabeth-warren,"All talk, no action -- maybe her Native American name?","Goofy Elizabeth Warren is weak and ineffective. Does nothing. All talk, no action -- maybe her Native American name?"
1306,5/7/2016,hillary-clinton,Crooked,"I am going to keep our jobs in the U.S., and totally rebuild our crumbling infrastructure. Crooked Hillary has no clue! @Teamsters"
1307,5/7/2016,lindsey-graham,failed presidential candidate,"Remember when the two failed presidential candidates, Lindsey Graham and Jeb Bush, signed a binding PLEDGE? They broke the deal, no honor!"
1308,5/7/2016,lindsey-graham,no honor!,"Remember when the two failed presidential candidates, Lindsey Graham and Jeb Bush, signed a binding PLEDGE? They broke the deal, no honor!"
1309,5/7/2016,jeb-bush,failed presidential candidate,"Remember when the two failed presidential candidates, Lindsey Graham and Jeb Bush, signed a binding PLEDGE? They broke the deal, no honor!"
1310,5/7/2016,jeb-bush,no honor!,"Remember when the two failed presidential candidates, Lindsey Graham and Jeb Bush, signed a binding PLEDGE? They broke the deal, no honor!"
1311,5/8/2016,hillary-clinton,Crooked,"Crooked Hillary just can't close the deal with Bernie. It will be the same way with ISIS, and China on trade, and Mexico at the border. Bad!"
1312,5/9/2016,hillary-clinton,Crooked,I will win the election against Crooked Hillary despite the people in the Republican Party that are currently and selfishly opposed to me!
1313,5/9/2016,republicans,selfishly opposed to me!,I will win the election against Crooked Hillary despite the people in the Republican Party that are currently and selfishly opposed to me!
1314,5/9/2016,russell-moore,a terrible representative of Evangelicals,.@drmoore Russell Moore is truly a terrible representative of Evangelicals and all of the good they stand for. A nasty guy with no heart!
1315,5/9/2016,russell-moore,A nasty guy with no heart!,.@drmoore Russell Moore is truly a terrible representative of Evangelicals and all of the good they stand for. A nasty guy with no heart!
1316,5/9/2016,joe-scarborough,has gone really hostile ever since I said I won't do or watch the show anymore,"Wow, I hear @Morning_Joe has gone really hostile ever since I said I won't do or watch the show anymore.They misrepresent my positions!"
1317,5/9/2016,morning-joe,They misrepresent my positions!,"Wow, I hear @Morning_Joe has gone really hostile ever since I said I won't do or watch the show anymore.They misrepresent my positions!"
1318,5/9/2016,hillary-clinton,Crooked,Crooked Hillary Clinton says that she got more primary votes than Donald Trump. But I had 17 people to beat—she had one!
1319,5/10/2016,hillary-clinton,pushing the false narrative that I want to raise taxes,"Why does the media, with a strong push from Crooked Hillary, keep pushing the false narrative that I want to raise taxes. Exactly opposite!"
1320,5/10/2016,hillary-clinton,Crooked,"Why does the media, with a strong push from Crooked Hillary, keep pushing the false narrative that I want to raise taxes. Exactly opposite!"
1321,5/10/2016,the-media,pushing the false narrative that I want to raise taxes,"Why does the media, with a strong push from Crooked Hillary, keep pushing the false narrative that I want to raise taxes. Exactly opposite!"
1322,5/10/2016,hillary-clinton,Crooked,"It was Rosie O'Donnell who ate the cake in the vicious Hillary commercial about me, not Crooked Hillary! @marthamaccallum"
1323,5/10/2016,hillary-clinton,has bad judgment!,Hillary has bad judgment! https://t.co/LhcIU6kmxs
1324,5/11/2016,bernie-sanders,Crazy,"Big wins in West Virginia and Nebraska. Get ready for November - Crooked Hillary, who is looking very bad against Crazy Bernie, will lose!"
1325,5/11/2016,hillary-clinton,Crooked,"Big wins in West Virginia and Nebraska. Get ready for November - Crooked Hillary, who is looking very bad against Crazy Bernie, will lose!"
1326,5/11/2016,bernie-sanders,Crazy,I don't want to hit Crazy Bernie Sanders too hard yet because I love watching what he is doing to Crooked Hillary. His time will come!
1327,5/11/2016,hillary-clinton,Crooked,I don't want to hit Crazy Bernie Sanders too hard yet because I love watching what he is doing to Crooked Hillary. His time will come!
1328,5/11/2016,elizabeth-warren,Goofy,Goofy Elizabeth Warren has been one of the least effective Senators in the entire U.S. Senate. She has done nothing!
1329,5/11/2016,elizabeth-warren,one of the least effective Senators in the entire U.S. Senate,Goofy Elizabeth Warren has been one of the least effective Senators in the entire U.S. Senate. She has done nothing!
1330,5/11/2016,elizabeth-warren,has done nothing!,Goofy Elizabeth Warren has been one of the least effective Senators in the entire U.S. Senate. She has done nothing!
1331,5/11/2016,elizabeth-warren,Goofy,Goofy Elizabeth Warren didn’t have the guts to run for POTUS. Her phony Native American heritage stops that and VP cold.
1332,5/11/2016,elizabeth-warren,didn’t have the guts to run for POTUS,Goofy Elizabeth Warren didn’t have the guts to run for POTUS. Her phony Native American heritage stops that and VP cold.
1333,5/11/2016,elizabeth-warren,phony Native American heritage,Goofy Elizabeth Warren didn’t have the guts to run for POTUS. Her phony Native American heritage stops that and VP cold.
1334,5/11/2016,elizabeth-warren,Goofy,"If the people of Massachusetts found out what an ineffective Senator goofy Elizabeth Warren has been, she would lose!"
1335,5/11/2016,elizabeth-warren,didn’t have the guts to run for POTUS,"If the people of Massachusetts found out what an ineffective Senator goofy Elizabeth Warren has been, she would lose!"
1336,5/11/2016,elizabeth-warren,phony Native American heritage,"If the people of Massachusetts found out what an ineffective Senator goofy Elizabeth Warren has been, she would lose!"
1337,5/11/2016,elizabeth-warren,using the woman’s card,Goofy Elizabeth Warren is now using the woman’s card like her friend crooked Hillary. See her dumb tweet “when a woman stands up to you…”
1338,5/11/2016,elizabeth-warren,Our Native American Senator,"Our Native American Senator, goofy Elizabeth Warren, couldn’t care less about the American worker…does nothing to help!"
1339,5/11/2016,elizabeth-warren,goofy couldn’t care less about the American worker,"Our Native American Senator, goofy Elizabeth Warren, couldn’t care less about the American worker…does nothing to help!"
1340,5/11/2016,elizabeth-warren,does nothing to help!,"Our Native American Senator, goofy Elizabeth Warren, couldn’t care less about the American worker…does nothing to help!"
1341,5/11/2016,elizabeth-warren,lied,Goofy Elizabeth Warren lied when she says I want to abolish the Federal Minimum Wage. See media—asking for increase!
1342,5/11/2016,elizabeth-warren,failed Senator,Isn’t it funny when a failed Senator like goofy Elizabeth Warren can spend a whole day tweeting about Trump & gets nothing done in Senate?
1343,5/11/2016,elizabeth-warren,goofy,Isn’t it funny when a failed Senator like goofy Elizabeth Warren can spend a whole day tweeting about Trump & gets nothing done in Senate?
1344,5/11/2016,elizabeth-warren,gets nothing done,Isn’t it funny when a failed Senator like goofy Elizabeth Warren can spend a whole day tweeting about Trump & gets nothing done in Senate?
1345,5/11/2016,elizabeth-warren,"If it were up to goofy Elizabeth Warren, we’d have no jobs in America","If it were up to goofy Elizabeth Warren, we’d have no jobs in America—she doesn’t have a clue."
1346,5/11/2016,elizabeth-warren,she doesn’t have a clue,"If it were up to goofy Elizabeth Warren, we’d have no jobs in America—she doesn’t have a clue."
1347,5/14/2016,hillary-clinton,Crooked,"If Crooked Hillary Clinton can't close the deal on Crazy Bernie, how is she going to take on China, Russia, ISIS and all of the others?"
1348,5/14/2016,hillary-clinton,can't close the deal on Crazy Bernie,"If Crooked Hillary Clinton can't close the deal on Crazy Bernie, how is she going to take on China, Russia, ISIS and all of the others?"
1349,5/14/2016,cnn,working hard to make me look as bad as possible,"Wow, @CNN is really working hard to make me look as bad as possible. Very unprofessional. Hurting in ratings - bad television!"
1350,5/14/2016,cnn,Very unprofessional,"Wow, @CNN is really working hard to make me look as bad as possible. Very unprofessional. Hurting in ratings - bad television!"
1351,5/14/2016,cnn,bad television!,"Wow, @CNN is really working hard to make me look as bad as possible. Very unprofessional. Hurting in ratings - bad television!"
1352,5/15/2016,the-new-york-times,failing,"The failing @nytimes wrote yet another hit piece on me. All are impressed with how nicely I have treated women, they found nothing. A joke!"
1353,5/15/2016,the-new-york-times,wrote yet another hit piece on me,"The failing @nytimes wrote yet another hit piece on me. All are impressed with how nicely I have treated women, they found nothing. A joke!"
1354,5/15/2016,the-new-york-times,A joke!,"The failing @nytimes wrote yet another hit piece on me. All are impressed with how nicely I have treated women, they found nothing. A joke!"
1355,5/15/2016,the-new-york-times,Everyone is laughing at the @nytimes for the lame hit piece they did on me and women,Everyone is laughing at the @nytimes for the lame hit piece they did on me and women.I gave them many names of women I helped-refused to use
1356,5/15/2016,the-new-york-times,failing,Why doesn't the failing @nytimes write the real story on the Clintons and women? The media is TOTALLY dishonest!
1357,5/15/2016,the-new-york-times,"Wow, I have had so many calls from high ranking people laughing at the stupidity of the failing @nytimes piece","Wow, I have had so many calls from high ranking people laughing at the stupidity of the failing @nytimes piece. Massive front page for that!"
1358,5/15/2016,the-new-york-times,failing,Why did the failing @nytimes refuse to use any of the names given to them that I was so proud to have helped with their careers. DISHONEST!
1359,5/15/2016,the-new-york-times,DISHONEST!,Why did the failing @nytimes refuse to use any of the names given to them that I was so proud to have helped with their careers. DISHONEST!
1360,5/15/2016,the-media,really on a witch-hunt against me,"The media is really on a witch-hunt against me. False reporting, and plenty of it - but we will prevail!"
1361,5/15/2016,the-media,"False reporting, and plenty of it","The media is really on a witch-hunt against me. False reporting, and plenty of it - but we will prevail!"
1362,5/16/2016,delegate-system,rigged,"Bernie Sanders is being treated very badly by the Dems. The system is rigged against him. He should run as an independent! Run Bernie, run."
1363,5/16/2016,the-new-york-times,totally dishonest,That was an amazing interview on @foxandfriends - I hope the rest of the media picks it up to show how totally dishonest the @nytimes is!
1364,5/16/2016,the-new-york-times,so dishonest,"The @nytimes is so dishonest. Their hit piece cover story on me yesterday was just blown up by Rowanne Brewer, who said it was a lie!"
1365,5/16/2016,cnn,I no longer watch,"A political commentator for @cnn, which I no longer watch, said ""Trump showed some weakness in the Repub Primaries."" I set all-time record!"
1366,5/16/2016,the-new-york-times,failing,"With the coming forward today of the woman central to the failing @nytimes hit piece on me, we have exposed the article as a fraud!"
1367,5/16/2016,the-new-york-times,a fraud!,"With the coming forward today of the woman central to the failing @nytimes hit piece on me, we have exposed the article as a fraud!"
1368,5/16/2016,the-new-york-times,failing,"Rowanne Brewer, the most prominently depicted woman in the failing @nytimes story yesterday joined @foxandfriends. 
 https://t.co/qkK3LJPoQQ"
1369,5/16/2016,the-new-york-times,failing,The failing @nytimes is greatly embarrassed by the totally dishonest story they did on my relationship with women.
1370,5/16/2016,the-new-york-times,totally dishonest,The failing @nytimes is greatly embarrassed by the totally dishonest story they did on my relationship with women.
1371,5/16/2016,the-new-york-times,failing,"No wonder the @nytimes is failing—who can believe what they write after the false, malicious & libelous story they did on me."
1372,5/16/2016,the-new-york-times,"false, malicious & libelous","No wonder the @nytimes is failing—who can believe what they write after the false, malicious & libelous story they did on me."
1373,5/16/2016,michael-barbaro,The writer of the now proven false story,"The writer of the now proven false story in the @nytimes, Michael Barbaro, who was interviewed on CBS this morning, was unable to respond."
1374,5/17/2016,barack-obama,the worst president in U.S. history!,"""In politics, and in life, ignorance is not a virtue."" This is a primary reason that President Obama is the worst president in U.S. history!"
1375,5/17/2016,barbara-res,nasty,"I gave a woman named Barbara Res a top N.Y. construction job, when that was unheard of, and now she is nasty. So much for a nice thank you!"
1376,5/17/2016,hillary-clinton,Crooked,"Wow, 30,000 e-mails were deleted by Crooked Hillary Clinton. She said they had to do with a wedding reception. Liar! How can she run?"
1377,5/17/2016,hillary-clinton,Liar!,"Wow, 30,000 e-mails were deleted by Crooked Hillary Clinton. She said they had to do with a wedding reception. Liar! How can she run?"
1378,5/17/2016,anti-trump-ads,pathetic,"The pathetic new hit ad against me misrepresents the final line. ""You can tell them to go BLANK themselves"" - was about China, NOT WOMEN!"
1379,5/17/2016,hillary-clinton,Crooked,Crooked Hillary Clinton put out an ad where I am misquoted on women. Can't believe she would misrepresent the facts! My hit was on China
1380,5/17/2016,hillary-clinton,Can't believe she would misrepresent the facts!,Crooked Hillary Clinton put out an ad where I am misquoted on women. Can't believe she would misrepresent the facts! My hit was on China
1381,5/17/2016,bill-clinton,the WORST abuser of woman in U.S. political history,Amazing that Crooked Hillary can do a hit ad on me concerning women when her husband was the WORST abuser of woman in U.S. political history
1382,5/17/2016,hillary-clinton,Crooked,Amazing that Crooked Hillary can do a hit ad on me concerning women when her husband was the WORST abuser of woman in U.S. political history
1383,5/17/2016,hillary-clinton,Crooked,Crooked Hillary can't close the deal with Bernie Sanders. Will be another bad day for her!
1384,5/17/2016,hillary-clinton,can't close the deal with Bernie Sanders,Crooked Hillary can't close the deal with Bernie Sanders. Will be another bad day for her!
1385,5/17/2016,hillary-clinton,Crooked,"Crooked Hillary said her husband is going to be in charge of the economy.If so, he should run,not her.Will he bring the ""energizer"" to D.C.?"
1386,5/17/2016,nafta,the worst economic deal in U.S. history,"How can Crooked Hillary put her husband in charge of the economy when he was responsible for NAFTA, the worst economic deal in U.S. history?"
1387,5/17/2016,hillary-clinton,Crooked,"How can Crooked Hillary put her husband in charge of the economy when he was responsible for NAFTA, the worst economic deal in U.S. history?"
