,date,target,insult,tweet
2794,7/16/2017,the-media,phony,"With all of its phony unnamed sources & highly slanted & even fraudulent reporting, #Fake News is DISTORTING DEMOCRACY in our country!"
2795,7/16/2017,the-media,unnamed sources,"With all of its phony unnamed sources & highly slanted & even fraudulent reporting, #Fake News is DISTORTING DEMOCRACY in our country!"
2796,7/16/2017,the-media,highly slanted,"With all of its phony unnamed sources & highly slanted & even fraudulent reporting, #Fake News is DISTORTING DEMOCRACY in our country!"
2797,7/16/2017,the-media,fraudulent reporting,"With all of its phony unnamed sources & highly slanted & even fraudulent reporting, #Fake News is DISTORTING DEMOCRACY in our country!"
2798,7/16/2017,the-media,#Fake,"With all of its phony unnamed sources & highly slanted & even fraudulent reporting, #Fake News is DISTORTING DEMOCRACY in our country!"
2799,7/16/2017,the-media,DISTORTING DEMOCRACY in our country!,"With all of its phony unnamed sources & highly slanted & even fraudulent reporting, #Fake News is DISTORTING DEMOCRACY in our country!"
2800,7/18/2017,democrats,totally obstruct,"With only a very small majority, the Republicans in the House & Senate need more victories next year since Dems totally obstruct, no votes!"
2801,7/18/2017,obamacare,failing,Republicans should just REPEAL failing ObamaCare now & work on a new Healthcare Plan that will start from a clean slate. Dems will join in!
2802,7/19/2017,democrats,scream death as OCare dies!,"The Republicans never discuss how good their healthcare bill is, & it will get even better at lunchtime.The Dems scream death as OCare dies!"
2803,7/19/2017,the-media,Fake News,"Fake News story of secret dinner with Putin is ""sick."" All G 20 leaders, and spouses, were invited by the Chancellor of Germany. Press knew!"
2804,7/19/2017,the-media,sick,"Fake News story of secret dinner with Putin is ""sick."" All G 20 leaders, and spouses, were invited by the Chancellor of Germany. Press knew!"
2805,7/19/2017,the-media,Fake News,The Fake News is becoming more and more dishonest! Even a dinner arranged for top 20 leaders in Germany is made to look sinister!
2806,7/19/2017,the-media,becoming more and more dishonest,The Fake News is becoming more and more dishonest! Even a dinner arranged for top 20 leaders in Germany is made to look sinister!
2807,7/19/2017,the-media,Even a dinner arranged for top 20 leaders in Germany is made to look sinister!,The Fake News is becoming more and more dishonest! Even a dinner arranged for top 20 leaders in Germany is made to look sinister!
2808,7/22/2017,washington-post,Amazon Washington Post,"A new INTELLIGENCE LEAK from the Amazon Washington Post,this time against A.G. Jeff Sessions.These illegal leaks, like Comey's, must stop!"
2809,7/22/2017,washington-post,illegal leaks,"A new INTELLIGENCE LEAK from the Amazon Washington Post,this time against A.G. Jeff Sessions.These illegal leaks, like Comey's, must stop!"
2810,7/22/2017,james-comey,illegal leaks,"A new INTELLIGENCE LEAK from the Amazon Washington Post,this time against A.G. Jeff Sessions.These illegal leaks, like Comey's, must stop!"
2811,7/22/2017,hillary-clinton,Crooked,"My son Donald openly gave his e-mails to the media & authorities whereas Crooked Hillary Clinton deleted (& acid washed) her 33,000 e-mails!"
2812,7/22/2017,democrats,obstructionists,"ObamaCare is dead and the Democrats are obstructionists, no ideas or votes, only obstruction. It is solely up to the 52 Republican Senators!"
2813,7/22/2017,democrats,no ideas or votes,"ObamaCare is dead and the Democrats are obstructionists, no ideas or votes, only obstruction. It is solely up to the 52 Republican Senators!"
2814,7/22/2017,democrats,only obstruction,"ObamaCare is dead and the Democrats are obstructionists, no ideas or votes, only obstruction. It is solely up to the 52 Republican Senators!"
2815,7/22/2017,obamacare,dead,"ObamaCare is dead and the Democrats are obstructionists, no ideas or votes, only obstruction. It is solely up to the 52 Republican Senators!"
2816,7/22/2017,the-new-york-times,Failing,"The Failing New York Times foiled U.S. attempt to kill the single most wanted terrorist,Al-Baghdadi.Their sick agenda over National Security"
2817,7/22/2017,the-new-york-times,sick agenda,"The Failing New York Times foiled U.S. attempt to kill the single most wanted terrorist,Al-Baghdadi.Their sick agenda over National Security"
2818,7/22/2017,the-media,Fake News,Sean Spicer is a wonderful person who took tremendous abuse from the Fake News Media - but his future is bright!
2819,7/22/2017,the-media,LEAKS,"While all agree the U. S. President has the complete power to pardon, why think of that when only crime so far is LEAKS against us.FAKE NEWS"
2820,7/22/2017,the-media,FAKE NEWS,"While all agree the U. S. President has the complete power to pardon, why think of that when only crime so far is LEAKS against us.FAKE NEWS"
2821,7/23/2017,republicans,very sad,"It's very sad that Republicans, even some that were carried over the line on my back, do very little to protect their President."
2822,7/23/2017,republicans,carried over the line on my back,"It's very sad that Republicans, even some that were carried over the line on my back, do very little to protect their President."
2823,7/23/2017,republicans,do very little to protect their President,"It's very sad that Republicans, even some that were carried over the line on my back, do very little to protect their President."
2824,7/23/2017,washington-post,Amazon Washington Post,"It's hard to read the Failing New York Times or the Amazon Washington Post because every story/opinion, even if should be positive, is bad!"
2825,7/23/2017,washington-post,"every story/opinion, even if should be positive, is bad!","It's hard to read the Failing New York Times or the Amazon Washington Post because every story/opinion, even if should be positive, is bad!"
2826,7/23/2017,trump-russia,phony,"As the phony Russian Witch Hunt continues, two groups are laughing at this excuse for a lost election taking hold, Democrats and Russians!"
